ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film6510],The Ruling Class,30892,/6f7rJ6Ux5GFww24LdDbCYzJeuks.jpg,1972-09-13,154,"Drama,Comedy",en,"Peter O'Toole,Alastair Sim,Arthur Lowe,Harry Andrews,Coral Browne",Peter Medak,"Jack Hawkins,Jules Buck",Peter Barnes,,Ray Lovejoy,Ken Hodges,John Cameron,,Peter Murton,Ruth Myers,
[Film65117],Cock-a-Doodle-Doo! Mr. Chicken,,,,,,,,,,,,,,,,,,
[Film6512],Desperate Living,14262,/56UV1CUck2CaaJgJbtVoPRHi3ji.jpg,1977-05-27,90,"Comedy,Crime,Fantasy",en,"Mink Stole,Jean Hill,Susan Lowe,Liz Renay,Edith Massey",John Waters,"John Waters,James McKenzie,William Platt,David Spencer",,,Charles Roggero,Thomas Loizeaux,Chris Lobinger,Vincent Peranio,,Van Smith,Van Smith
[Film6517],The Landlord,64828,/m32Vz5NrWjA7tNA88EDVJ0ZIQXY.jpg,1970-05-20,112,"Comedy,Drama",en,"Beau Bridges,Lee Grant,Diana Sands,Pearl Bailey,Walter Brooke",Hal Ashby,Norman Jewison,,,"William A. Sawyer,Edward Warschilka",Gordon Willis,,,Robert F. Boyle,Domingo A. Rodriguez,
[Film65380],The Finishing Line,93082,,1977-01-29,21,"Action,Thriller",en,"Antony Carrick,Kevin Flood,Don Henderson,Yolande Palfrey,Jeremy Wilkin",John Krish,James Ritchie,"John Kirsh,Michael Gilmour",,,,,,,,
[Film6578],The Night Porter,26648,/zTUYhMdh2Jwk5s9jbrU4mCH3CY4.jpg,1974-04-03,118,"War,Drama,Romance",it,"Dirk Bogarde,Charlotte Rampling,Philippe Leroy,Gabriele Ferzetti,Giuseppe Addobbati",Liliana Cavani,"Robert Gordon Edwards,Esa De Simone",,"Eugenio Rondani,Decio Trani",Franco Arcalli,Alfio Contini,,"Nedo Azzini,Jean Marie Simon",,Piero Tosi,"Iole Cecchini,Cesare Paciotti,Euclide Santoli"
[Film65868],Three Transitions,409218,/pTesrNSAqtLfiSuaIQaUBmbuR5M.jpg,1973-01-01,5,"Documentary,Animation",en,Peter Campus,Peter Campus,,,,,,,,,,
[Film65923],Grandma,,,,,,,,,,,,,,,,,,
[Film6593],The Grapes of Death,29107,/j3PAWSSjm8nAwpofY1bQ9ZTBtYi.jpg,1978-07-05,91,Horror,fr,"Marie-Georges Pascal,Félix Marten,Serge Marquand,Mirella Rancelot,Patrice Valota",Jean Rollin,Claude Guedj,,,"Dominique Saint-Cyr,Christian Stoianovich",Claude Bécognée,Philippe Sissman,,,,
[Film65],Mean Streets,203,/vnME1qWkVffw2SjuRWaPvq9tYl1.jpg,1973-10-14,112,"Drama,Crime",en,"Robert De Niro,Harvey Keitel,David Proval,Amy Robinson,Richard Romanus",Martin Scorsese,"Martin Scorsese,Jonathan T. Taplin",,,Sidney Levin,Kent L. Wakeford,,,,,
[Film6601],The Naked Vampire,22480,/y3nZZ88ub9szCrRcrQU0sMDxFJM.jpg,1970-05-01,85,"Horror,Science Fiction",en,"Olivier Rollin,Maurice Lemaître,Caroline Cartier,Ly Lestrong,Bernard Musson",Jean Rollin,Jean Lavie,"Serge Moati,Jean Rollin",Pierre-Henri Goumy,Jean-Denis Bonan,Jean-Jacques Renon,,Jio Berk,,Jio Berk,
[Film66023],"Take Care, Red Riding Hood",125272,/dQ4YY3CnepHOOnVxIncwdOe7iCQ.jpg,1970-08-04,89,Drama,ja,"Yusuke Okada,Kazuyo Mori,Akiko Mori,Akira Nakao,Mieko Yuki",Shirô Moritani,,"Shirô Moritani,Toshirō Ide",,Kôichi Iwashita,Asakazu Nakai,Taku Izumi,Iwao Akune,,,
[Film66131],"New York Portrait, Chapter I",220996,/uTDWMs5PwH95AwgzNKhr2dHuxHG.jpg,1979-01-01,16,Documentary,en,,Peter B. Hutton,,,,,,,,,,
[Film6619],The Tragedy of Macbeth,,,,,,,,,,,,,,,,,,
[Film6627],The Butcher,,,,,,,,,,,,,,,,,,
[Film66404],A.K.A. Serial Killer,156314,/wqxEvqCDIBfGhiueFn8WEFl7XXo.jpg,1975-01-31,86,"Crime,Documentary",ja,Masao Adachi,Masao Adachi,"Kōji Wakamatsu,Masao Adachi",Masao Adachi,,,,,,,,
[Film6642],Terror of Mechagodzilla,19333,/lVyt6JESfXfXmZ58j07mXldUlE8.jpg,1975-03-15,83,"Action,Adventure,Science Fiction",ja,"Katsuhiko Sasaki,Tomoko Ai,Akihiko Hirata,Katsumasa Uchida,Gorô Mutsumi",Ishirō Honda,,,,Yoshitami Kuroiwa,Sokei Tomioka,Akira Ifukube,,Yoshifumi Honda,,
[Film6667],Tommy,11326,/xyOZI8GHUwkbublxRmtmZp8zJsD.jpg,1975-03-19,111,"Drama,Music,Fantasy",en,"Oliver Reed,Ann-Margret,Roger Daltrey,Elton John,Eric Clapton",Ken Russell,"Robert Stigwood,Ken Russell",,,Stuart Baird,"Ronnie Taylor,Dick Bush,Robin Lehman",Pete Townshend,John Clark,,Shirley Russell,"Peter Robb-King,George Blackler"
[Film666],Halloween,948,/qVpCaBcnjRzGL3nOPHi6Suy0sB6.jpg,1978-10-24,91,"Horror,Thriller",en,"Donald Pleasence,Jamie Lee Curtis,Nancy Kyes,P.J. Soles,Charles Cyphers",John Carpenter,"Debra Hill,Moustapha Akkad",,,"Charles Bornstein,Tommy Lee Wallace",Dean Cundey,John Carpenter,,Tommy Lee Wallace,,Erica Ueland
[Film66826],Pixillation,157513,/5sYQ27vTyOBfoVJTYLQZfuZBFUA.jpg,1970-06-22,4,"Music,Animation",xx,,Lillian Schwartz,,,,,,,,,,
[Film6705],Why Does Herr R. Run Amok?,10308,/5IZiGIDkMsYsJEeiOutplICLmyi.jpg,1970-06-28,84,Drama,de,"Lilith Ungerer,Kurt Raab,Lilo Pempeit,Franz Maron,Hanna Schygulla","Rainer Werner Fassbinder,Michael Fengler",,,Klaus Eckelt,Rainer Werner Fassbinder,Dietrich Lohmann,Peer Raben,,Kurt Raab,,
[Film6765],The Shout,48131,/bLITKNwcjux5UftI42jpV6ET1Dq.jpg,1978-06-16,86,"Horror,Drama",en,"Alan Bates,Susannah York,John Hurt,Robert Stephens,Tim Curry",Jerzy Skolimowski,Jeremy Thomas,,,Barrie Vince,Mike Molloy,"Tony Banks,Mike Rutherford",Simon Holland,,,Wally Schneiderman
[Film67],Alien,348,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,117,"Horror,Science Fiction",en,"Sigourney Weaver,Tom Skerritt,Ian Holm,John Hurt,Harry Dean Stanton",Ridley Scott,"David Giler,Walter Hill,Gordon Carroll",,Ben Burtt,"Terry Rawlings,Peter Weatherley",Derek Vanlint,Jerry Goldsmith,"Roger Christian,Leslie Dilley",Michael Seymour,John Mollo,Pat Hay
[Film68167],The Nineteen Year-Old's Map,,,,,,,,,,,,,,,,,,
[Film6818],The Rocky Horror Picture Show,36685,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,1975-08-14,100,"Comedy,Science Fiction,Fantasy,Horror",en,"Tim Curry,Susan Sarandon,Barry Bostwick,Richard O'Brien,Patricia Quinn",Jim Sharman,Michael White,,,Graeme Clifford,Peter Suschitzky,Richard O'Brien,Terry Ackland-Snow,Brian Thomson,Sue Blane,Peter Robb-King
[Film68236],The Homosexual Century,258661,/4kdmeosjHBq2z6wLOIZPfswncv5.jpg,1979-10-24,95,"History,Drama,Documentary",fr,"Elizar Van Effenterre,Gilles Sandier,Pierre Hahn,Jean Demelier,Yves Jacquemard","Lionel Soukaz,Guy Hocquenghem",Lionel Soukaz,"Lionel Soukaz,Guy Hocquenghem",,,,,,,,
[Film6846],Junior Bonner,,,,,,,,,,,,,,,,,,
[Film6852],The Killer Elite,31604,/d8G9oXJcFjl7dPVVg83HpKQ9td9.jpg,1975-12-19,122,"Crime,Action",en,"James Caan,Robert Duvall,Arthur Hill,Bo Hopkins,Mako",Sam Peckinpah,"Martin Baum,Arthur Lewis",,,"Monte Hellman,Tony de Zarraga",Philip H. Lathrop,Jerry Fielding,,Ted Haworth,Ray Summers,"Jack Petty,Jack Wilson"
[Film68815],Heavy-Light,383841,,1973-02-21,6,Documentary,en,,Adam Beckett,,,,,,,,,,
[Film6931],The Perfume of the Lady in Black,65317,/obkFF8JiCyuBCXFHWFNRLo1Gl5R.jpg,1974-03-29,103,"Horror,Mystery,Thriller",it,"Mimsy Farmer,Maurizio Bonuglia,Mario Scaccia,Jho Jhenkins,Niké Arrighi",Francesco Barilli,"Giovanni Bertolucci,Aldo U. Passalacqua",,,Enzo Micarelli,Mario Masini,Nicola Piovani,,Franco Velchi,,Manlio Rocchetti
[Film6936],We All Loved Each Other So Much,42269,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,1974-12-21,124,"Drama,Comedy",it,"Nino Manfredi,Vittorio Gassman,Stefania Sandrelli,Stefano Satta Flores,Giovanna Ralli",Ettore Scola,"Pio Angeletti,Adriano De Micheli",,Vittorio Massi,Raimondo Crociani,Claudio Cirillo,Armando Trovajoli,,Luciano Ricceri,Luciano Ricceri,"Goffredo Rocchetti,Giulio Natalucci"
[Film6961],Christ Stopped at Eboli,42169,/gHcB9EFbBQfaJNPbMjcsfmNuLMt.jpg,1979-02-23,220,Drama,it,"Gian Maria Volonté,Paolo Bonacelli,Alain Cuny,Lea Massari,Irene Papas",Francesco Rosi,"Franco Cristaldi,Nicola Carraro",,,Ruggero Mastroianni,Pasqualino De Santis,Piero Piccioni,,Andrea Crisanti,Enrico Sabbatini,Franco Freda
[Film6966],The Heartbreak Kid,40687,/5HtYW6taG3paHleY2LOCi44Qqei.jpg,1972-12-17,105,"Comedy,Romance",en,"Charles Grodin,Cybill Shepherd,Jeannie Berlin,Audra Lindley,Eddie Albert",Elaine May,Edgar J. Scherick,,,John Carter,Owen Roizman,,Richard Sylbert,,Anthea Sylbert,Irving Buchman
[Film6985],The Curse,,,,,,,,,,,,,,,,,,
[Film7007],Thieves Like Us,31656,/rIQP5PFSVctzlImg42q05fdOTE1.jpg,1974-02-11,123,"Crime,Drama,Romance",en,"Keith Carradine,Shelley Duvall,John Schuck,Bert Remsen,Louise Fletcher",Robert Altman,Jerry Bick,,,Lou Lombardo,Jean Boffety,,,,Polly Platt,
[Film70474],Path of Cessation,471836,/diFXYBG1yCSxFk6KfXhrXBy3fIY.jpg,1974-01-01,55,Documentary,en,,Robert Fulton,,,,,,,,,,
[Film7050],The Panic in Needle Park,27554,/rhJ8Dnl6Z9KR9R2zskBKIfrFeFs.jpg,1971-06-01,110,"Drama,Romance",en,"Al Pacino,Kitty Winn,Alan Vint,Richard Bright,Kiel Martin",Jerry Schatzberg,Dominick Dunne,,,Evan A. Lottman,Adam Holender,,Murray P. Stern,,Jo Ynocencio,Herman Buchman
[Film70901],Moons Pool,354508,/8JCC6ACR9cpvZCVsEJdYe3jtgGl.jpg,1973-08-14,15,,en,,Gunvor Nelson,,,,,,,,,,
[Film7101],It's Alive,28153,/bhgCVGl6BDXS8BfcUGzWU5EWnMb.jpg,1974-04-26,91,"Horror,Science Fiction",en,"John P. Ryan,Sharon Farrell,Andrew Duggan,Guy Stockwell,Michael Ansara",Larry Cohen,Larry Cohen,Larry Cohen,,Peter Honess,Fenton Hamilton,Bernard Herrmann,,"Pat Somerset,Bob Biggart",,Rick Baker
[Film7103],Rock 'n' Roll High School,26326,/50G3vyNThNapoU5jq4UYSxj44JE.jpg,1979-08-24,93,"Comedy,Music",en,"P.J. Soles,Vincent Van Patten,Clint Howard,Dey Young,Dick Miller",Allan Arkush,Michael Finnell,,,"Larry Bock,Gail Werbin",Dean Cundey,,Marie Kordus,,Jack Buehler,
[Film71077],The Grateful Dead,41384,/jmHXyX5zDriBrEa8jciyrr6vt5o.jpg,1977-06-02,132,"Music,Documentary",en,"Jerry Garcia,Bob Weir,Donna Godchaux,Keith Godchaux,Bill Kreutzmann","Jerry Garcia,Leon Gast","Ron Rakow,Eddie Washington",,,"Lisa Fruchtman,Jerry Garcia,John Nutt,Susan R. Crutcher","Albert Maysles,David Myers,Robert Primes,Don Lenzer,Kevin Keating,Tom Hurwitz,Stephen Lighthill,John Else",,,,,
[Film7110],The Abominable Dr. Phibes,17965,/pvwUNuxBAtUKvxW3oEt2tjbZs8N.jpg,1971-05-18,94,"Comedy,Horror",en,"Vincent Price,Joseph Cotten,Hugh Griffith,Terry-Thomas,Virginia North",Robert Fuest,"Ronald Dunas,Louis M. Heyward",,,Tristam Cones,Norman Warwick,Basil Kirchin,Bernard Reeves,,,Trevor Crole-Rees
[Film71246],The Track,,,,,,,,,,,,,,,,,,
[Film7159],The Strange Vice of Mrs. Wardh,30903,/6UvVeGdC1DFc97e8U2Jis121bjq.jpg,1971-01-15,98,"Horror,Crime,Mystery",it,"Edwige Fenech,George Hilton,Ivan Rassimov,Conchita Airoldi,Manuel Gil",Sergio Martino,"Luciano Martino,Antonio Crescenzi",,,Eugenio Alabiso,"Florian Trenker,Emilio Foriscot",Nora Orlandi,,,Riccardo Domenici,Mario Di Salvio
[Film7163],The Case of the Bloody Iris,29167,/afpZ3Eckzo0NyU2SyKbIouoQ3jm.jpg,1972-08-04,94,"Thriller,Horror",it,"Edwige Fenech,George Hilton,Paola Quattrini,Giampiero Albertini,Franco Agostini",Giuliano Carnimeo,Luciano Martino,,,Eugenio Alabiso,Stelvio Massi,Bruno Nicolai,,,Silvio Laurenzi,
[Film7170],Short Night of Glass Dolls,39993,/gL94F5S6ILqF2PAD5bgxIwjtStv.jpg,1971-10-28,92,"Horror,Mystery",it,"Ingrid Thulin,Jean Sorel,Mario Adorf,Barbara Bach,Fabijan Šovagović",Aldo Lado,"Dieter Geissler,Enzo Doria",Aldo Lado,,Mario Morra,Giuseppe Ruzzolini,Ennio Morricone,,"Gisella Longo,Željko Senečić",Gitt Magrini,Franco Schioppa
[Film717],Young Frankenstein,3034,/c6335WJCZO8NK5wehHk5sA9Cypv.jpg,1974-12-15,106,Comedy,en,"Gene Wilder,Teri Garr,Marty Feldman,Peter Boyle,Cloris Leachman",Mel Brooks,Michael Gruskoff,,,John C. Howard,Gerald Hirschfeld,John Morris,,Dale Hennesy,Dorothy Jeakins,Edwin Butterworth
[Film7181],The Suspicious Death of a Minor,80067,/xqEbdB77oZ9k53WVhj3gaKuY2Uj.jpg,1975-08-12,100,"Crime,Action,Comedy,Thriller,Horror",it,"Claudio Cassinelli,Patrizia Castaldi,Mel Ferrer,Massimo Girotti,Lia Tanzi",Sergio Martino,Luciano Martino,Sergio Martino,,Raimondo Crociani,Giancarlo Ferrando,Luciano Michelini,"Riccardo Domenici,Elio Micheli",Paolo Innocenzi,Elio Micheli,
[Film7187],Number Two,,,,,,,,,,,,,,,,,,
[Film71895],The Inheritance,,,,,,,,,,,,,,,,,,
[Film7189],The Bloodstained Butterfly,29482,/cH7uqHlYXH9vun3uXUjLyn04udL.jpg,1971-09-10,99,"Thriller,Mystery,Horror",it,"Helmut Berger,Giancarlo Sbragia,Ida Galli,Wendy D'Olive,Günther Stoll",Duccio Tessari,,"Edgar Wallace,Gianfranco Clerici,Duccio Tessari",,,Carlo Carlini,,,,Paola Comencini,
[Film7192],All the Colors of the Dark,30901,/bCZcyrLwZ2X1bSsRmfHQap4i9WS.jpg,1972-02-28,94,"Thriller,Horror,Mystery",it,"Edwige Fenech,George Hilton,Ivan Rassimov,Nieves Navarro,Julián Ugarte",Sergio Martino,"Luciano Martino,Mino Loy",,,Eugenio Alabiso,"Giancarlo Ferrando,Miguel Fernández Mila",Bruno Nicolai,"José Luis Galicia,Jaime Pérez Cubero",,"Giulia Mafai,Silvio Laurenzi",Giuseppe Ferranti
[Film7194],Best Friends,,,,,,,,,,,,,,,,,,
[Film7206],The Forbidden Photos of a Lady Above Suspicion,92233,/jbr6jAAeW4tbElt47x0kFsAxuIv.jpg,1970-11-27,93,"Mystery,Thriller",it,"Dagmar Lassander,Pier Paolo Capponi,Simón Andreu,Osvaldo Genazzani,Salvador Huguet",Luciano Ercoli,"José Frade,Luciano Ercoli,Alberto Pugliese",,,Luciano Ercoli,Alejandro Ulloa,,Juan Alberto Soler,,Gloria Cardi,
[Film7211],The Black Belly of the Tarantula,26504,/m3ycrZfaDeTt3ITh9MOmV6fGp7R.jpg,1971-08-12,98,"Horror,Mystery,Thriller",it,"Giancarlo Giannini,Claudine Auger,Barbara Bouchet,Rossella Falk,Silvano Tranquilli",Paolo Cavara,Marcello Danon,,,Mario Morra,Marcello Gatti,Ennio Morricone,Piero Poletto,,Fiorella Gaetano,
[Film7222],Two Men in Town,4680,/4ixcO1h1Ph9PA0SZ6RWJNSZo1YK.jpg,1973-10-24,99,"Crime,Drama",fr,"Jean Gabin,Alain Delon,Mimsy Farmer,Michel Bouquet,Victor Lanoux",José Giovanni,"Alain Delon,André Mucchielli,Hercule Mucchielli",,,Françoise Javet,Jean-Jacques Tarbès,Philippe Sarde,,Jean-Jacques Caziot,Hélène Nourry,"Jean-Pierre Cracolici,Yvonne Gasperina"
[Film72291],The Murdered House,172270,/mU6ubgReOsysQDCJZPmawASU07j.jpg,1971-02-21,103,Drama,pt,"Norma Bengell,Tete Medina,Carlos Kroeber,Nelson Dantas,Joseph Guerreiro",Paulo César Saraceni,"Mário Carneiro,Sergio Saraceni,Paulo César Saraceni",Paulo César Saraceni,,Mário Carneiro,Mário Carneiro,,,Fredy Carneiro,Fredy Carneiro,
[Film72444],Faustão,,,,,,,,,,,,,,,,,,
[Film72769],"Orgy, or the Man Who Gave Birth",374667,/kejWWw16iB8dXTWPPFJuyIzRZRX.jpg,1970-08-02,97,Drama,pt,"Jean-Claude Bernardet,Cláudio Mamberti,Ozualdo Ribeiro Candeias,Pedro Paulo Rangel,Antônio Vasconcelos",João Silvério Trevisan,,,,João Batista de Andrade,Carlos Reichenbach,,,,Walcyr Carrasco,
[Film72797],Resurrection of Golden Wolf,43963,/d3xneh0e00v4yIFeZmAc2qSyIp5.jpg,1979-08-04,131,"Action,Crime",ja,"Yūsaku Matsuda,Jun Fubuki,Kei Satō,Shin'ichi Chiba,Mikio Narita",Tōru Murakawa,,Hideichi Nagahara,,,,,,,,
[Film7293],Northwest Wind,66556,/6YmDxkbrSG9l7KvB6jpDPolFcxX.jpg,1976-01-01,145,"Fantasy,Adventure,Drama",fr,"Bernadette Lafont,Geraldine Chaplin,Kika Markham,Babette Lamy,Élisabeth Lafont",Jacques Rivette,Stéphane Tchalgadjieff,"Jacques Rivette,Eduardo de Gregorio,Marilù Parolini",,Nicole Lubtchansky,William Lubtchansky,,,Eric Simon,Renée Renard,Marie-Hélène Yastchenkoff
[Film7350],The Hobbit,1362,/2ohvyMPhvjftLrM6S6Ljr6QrL0u.jpg,1977-11-27,77,"Family,Fantasy,Animation,Adventure,TV Movie",en,"Orson Bean,Richard Boone,Hans Conried,John Huston,Otto Preminger","Jules Bass,Arthur Rankin, Jr.","Jules Bass,Arthur Rankin, Jr.,Masaki Îzuka",,,,,Maury Laws,,"Arthur Rankin, Jr.",,
[Film7353],And Now for Something Completely Different,9267,/ajbdFQLvJTlNu4LnVWGnNMb4mZ8.jpg,1971-09-28,88,Comedy,en,"Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones",Ian MacNaughton,Patricia Casey,,,Thom Noble,David Muir,Douglas Gamley,Colin Grimes,,,Jimmy Evans
[Film73581],Evil Spirits of Japan,56595,/cCqfhFOkaPFSVliAlrdMPeMddBt.jpg,1970-12-26,96,Crime,ja,"Kei Satō,Hideo Kanze,Tatsuo Takahashi,Michiko Takahashi,Eiko Horii",Kazuo Kuroki,"Masayuki Nakajima,Hosuke Fukuchi",,,Yoshio Tamura,Yasuhiro Hotta,"Nobuhiko Obayashi,Yoshio Hayakawa",Itsuro Hirata,,,
[Film73606],Narita: Peasants of the Second Fortress,389638,/fgAZGFKjoktOpp9y6ucoCx17nqI.jpg,1971-05-23,143,Documentary,ja,,Shinsuke Ogawa,"Nobuyuki Kikuchi,Hiroo Fuseya,Iizuka Toshio",,,Tatsuo Takahashi,Masaki Tamura,,,,,
[Film73613],Lost Lovers,,,,,,,,,,,,,,,,,,
[Film7440],Lacombe Lucien,55368,/neLBonLMXScJ0ObR7QhJdk5s8Gz.jpg,1974-01-30,138,"Drama,War,Romance",fr,"Pierre Blaise,Aurore Clément,Holger Löwenadler, Therese Giehse,Stéphane Bouy",Louis Malle,"Louis Malle,Claude Nedjar","Louis Malle,Patrick Modiano",,Suzanne Baron,Tonino Delli Colli,,,Ghislain Uhry,Corinne Jorry,Thi-Loan Nguyen
[Film7442],The Rescuers,11319,/gCJuDViPCEuHVmoZUvhOj1jyqfV.jpg,1977-06-22,78,"Fantasy,Family,Animation,Adventure",en,"Bob Newhart,Eva Gabor,Geraldine Page,Joe Flynn,Jeanette Nolan","Wolfgang Reitherman,Art Stevens,John Lounsbery",Wolfgang Reitherman,,,"James Melton,James Koford",,Artie Butler,,,,
[Film74692],Summer in the City,400383,/2L0JBUORJYhxZcwF4dls3fvbzwf.jpg,1970-03-23,30,"TV Movie,Documentary",en,,Christian Blackwood,,Uwe Johnson,,,,,,,,
[Film74880],Quick Billy,170923,/dX6F2VDIiQY8ovjFc4cdhWyesd2.jpg,1971-01-28,55,"Western,Documentary",en,,Bruce Baillie,,,,,,,,,,
[Film7507],Belladonna of Sadness,64847,/lsgaGlGVIRXLj9xRqPQgzvlcffP.jpg,1973-06-30,86,"Animation,Drama,Fantasy",ja,"Aiko Nagayama,Tatsuya Nakadai,Takao Ito,Masaya Takahashi,Shigako Shimegi",Eiichi Yamamoto,Osamu Tezuka,"Yoshiyuki Fukuda,Eiichi Yamamoto",,Masashi Furukawa,,,Kuni Fukai,Kuni Fukai,,
[Film750],Magnum Force,10648,/cmQuj67qbijnC9dAQZf8x4X1KEr.jpg,1973-12-23,124,"Drama,Crime,Action",en,"Clint Eastwood,Hal Holbrook,Mitchell Ryan,David Soul,Tim Matheson",Ted Post,Robert Daley,,,Ferris Webster,Frank Stanley,Lalo Schifrin,Jack T. Collis,,,Joe McKinney
[Film75402],Sea of Roses,236310,/nDIQBvx1zQdg9c9IkQuHj45rpz5.jpg,1978-01-01,99,"Drama,Comedy",pt,"Norma Bengell,Cristina Pereira,Otávio Augusto,Myrian Muniz,Ary Fontoura",Ana Carolina,"Roberto Farias,Mário Volcoff",Ana Carolina,,Vera Freire,Lauro Escorel,,,,,
[Film75440],The Dough,,,,,,,,,,,,,,,,,,
[Film75503],Bewitched,400427,/2ej6A491bXIPVUijl7CrvIabma8.jpg,1970-09-28,98,"Mystery,Drama,Fantasy,Horror",it,"Edmund Purdom,Anita Sanders,Bob Tonelli,Giulio Pizzirani,Mariangela Melato",Pupi Avati,,"Pupi Avati,Antonio Avati,Giorgio Celli",,Enzo Micarelli,Antonio Secchi,Amedeo Tommasi,,"Claudio Giambanco,Guidobaldo Grossi",Silvana Bigi,Alfonso Cioffi
[Film7566],Labyrinth Tale,104266,/pblJ0q2PU5xo3mpR9kpu66JlTXU.jpg,1975-06-01,15,,ja,"Keiko Nütaka,Nobutaka Kotake",Shūji Terayama,,,,Tomoyo Ōshima,Bun'ichi Fukumoto,,,,,
[Film7577],Milestones,126402,/zfTowV6mxlhPnXiJOayGLoW6tB8.jpg,1975-10-08,195,"Documentary,Drama",en,"Mary Chapelle,Sharon Krebs,Jim Nolfi,Grace Paley,Elizabeth Dear","Robert Kramer,John Douglas","Barbara Stone,David C. Stone",Robert Kramer,,"Robert Kramer,John Douglas","Robert Kramer,John Douglas,Barbara Stone",Bobby Büchler,,,,
[Film7586],Anatomy of a Relationship,70921,/7PsmtIODGQB0GdJ2oDKrrKWJ2yZ.jpg,1976-09-29,82,Drama,fr,"Luc Moullet,Christine Hébert,Antonietta Pizzorno,Viviane Berthommier,Marie-Christine Questerbert","Luc Moullet,Antonietta Pizzorno",,"Luc Moullet,Antonietta Pizzorno",,Geneviève Dufour,Michel Fournier,,,,,
[Film7608],Benilde or the Virgin Mother,163880,/jW7dRh79GvSQTUJw0EawF0w3zTL.jpg,1975-11-21,112,Drama,pt,"Maria Amélia Matta,Jorge Rolla,Varela Silva,Glória de Matos,Maria Barroso",Manoel de Oliveira,António-Pedro Vasconcelos,José Régio,,Manoel de Oliveira,Elso Roque,João Paes,,,Maria da Conceição Madureira,
[Film7609],Doomed Love,131478,/zBDua0PJOJmSNg0qo0KYb6L98RS.jpg,1979-11-25,260,"Romance,Drama",pt,"António Sequeira Lopes,Cristina Hauser,Elsa Wallencamp,António Costa,Henrique Viana",Manoel de Oliveira,António-Pedro Vasconcelos,,"João Diogo,Carlos Alberto Lopes,Carlos Aljustrel,Mário Rosa",Solveig Nordlund,Manuel Costa e Silva,João Paes,,António Casimiro,"Eduardo Anahory,Jasmim de Matos,António Casimiro",
[Film760],Cries and Whispers,10238,/a1bMgB09YDvvRN9SitCclUYragr.jpg,1972-12-21,95,Drama,sv,"Harriet Andersson,Ingrid Thulin,Kari Sylwan,Liv Ullmann,Erland Josephson",Ingmar Bergman,"Ingmar Bergman,Lars-Owe Carlberg",,"Sven Fahlén,Owe Svensson,Tommy Persson",Siv Lundgren,Sven Nykvist,,,Marik Vos-Lundh,Marik Vos-Lundh,"Britt Falkemo,Börje Lundh,Cecilia Drott"
[Film7627],Who'll Stop the Rain,,,,,,,,,,,,,,,,,,
[Film762],Scenes From a Marriage,133919,/ArKEdvJesIktFX8OAhcdKAOLl6I.jpg,1974-09-15,169,"Drama,Romance",sv,"Liv Ullmann,Erland Josephson,Bibi Andersson,Jan Malmsjö,Gunnel Lindblom",Ingmar Bergman,Lars-Owe Carlberg,Ingmar Bergman,,Siv Lundgren,Sven Nykvist,,,Björn Thulin,Inger Pehrsson,Cecilia Drott
[Film76416],Zézero,173739,/zA8Oe2dHR2Vgp3fIMSnjWkH6Ads.jpg,1974-01-01,32,,pt,,Ozualdo Ribeiro Candeias,Ozualdo Ribeiro Candeias,,,Luiz Elias,Ozualdo Ribeiro Candeias,Vidal França,,,,
[Film76523],Las venganzas de Beto Sánchez,370252,/g64GtqWUzrkOLW6N2soeMRUsJmo.jpg,1973-08-23,83,Comedy,es,"Pepe Soriano,Federico Luppi,China Zorrilla,Irma Roy,Héctor Alterio",Héctor Olivera,,,,Óscar Montauti,,,Óscar Piruzanto,,,
[Film7662],Flesh for Frankenstein,3043,/1orJbrFq7mxyzYbZ1AmRfDhCHvi.jpg,1973-11-30,95,Horror,en,"Joe Dallesandro,Monique van Vooren,Udo Kier,Arno Juerging,Dalila Di Lazzaro",Paul Morrissey,"Carlo Ponti,Andy Warhol,Jean Yanne,Andrew Braunsberg,Louis Peraino","Tonino Guerra,Pat Hackett",,"Jed Johnson,Franca Silvi",Luigi Kuveiller,Claudio Gizzi,Gianni Giovagnoni,Enrico Job,,Mario Di Salvio
[Film7664],Blood for Dracula,25944,/eDy608qwRLGcHL2eIvpMlR8GJfq.jpg,1974-08-13,103,Horror,en,"Udo Kier,Joe Dallesandro,Vittorio De Sica,Maxime McKendry,Arno Juerging",Paul Morrissey,"Carlo Ponti,Andy Warhol,Jean Yanne,Andrew Braunsberg","Paul Morrissey,Pat Hackett",,"Jed Johnson,Franca Silvi",Luigi Kuveiller,Claudio Gizzi,Gianni Giovagnoni,Enrico Job,,
